City,Price,Date,Beach
Paris,154.0,2025-10-23,False
Amsterdam,118.79,2025-10-27,False
Rome,72.88,2025-10-23,True
Madrid,90.0,2025-10-27,False
Lisbon,100.01,2025-10-27,True
Athens,43.3,2025-10-23,True
Barcelona,76.94,2025-10-23,True
Berlin,119.36,2025-10-27,False
Milan,69.54,2025-10-26,False
Vienna,66.17,2025-10-27,False
Brussels,116.22,2025-10-27,False
Prague,98.84,2025-10-23,False
Budapest,81.92,2025-10-27,False
Zurich,76.11,2025-10-27,False
Cairo,126.42,2025-10-23,False
Marrakech,100.16,2025-10-27,False
Tunis,135.07,2025-10-27,True
Tangier,124.64,2025-10-27,True
Beirut,142.51,2025-10-24,True
Amman,65.88,2025-10-27,True
Istanbul,119.69,2025-10-23,True
Doha,204.93,2025-10-23,True
Manama,187.02,2025-10-27,True
Nice,93.57,2025-10-23,True
Santorini,56.38,2025-10-23,True
Albufeira,54.07,2025-10-27,True
Catania,97.06,2025-10-23,True
Malaga,67.53,2025-10-27,True
Dubrovnik,65.52,2025-10-23,True
Toulon,316.55,2025-10-24,True
Sharm El Sheikh,139.63,2025-10-27,True
Hurghada,154.2,2025-10-27,True
Djerba,181.71,2025-10-27,True
Essaouira,73.12,2025-10-27,True
Agadir,116.35,2025-10-24,True
