City,Price,Date,Beach
Paris,60.27,2025-12-24,False
Amsterdam,61.27,2025-12-24,False
Rome,75.89,2025-12-24,True
Madrid,64.08,2025-12-24,False
Lisbon,76.02,2025-12-24,True
Athens,94.36,2025-12-24,True
Barcelona,93.19,2025-12-22,True
Berlin,67.47,2025-12-24,False
Milan,72.17,2025-12-23,False
Vienna,34.59,2025-12-23,False
Brussels,76.54,2025-12-23,False
Prague,34.58,2025-12-23,False
Budapest,80.59,2025-12-24,False
Zurich,88.73,2025-12-24,False
Cairo,264.72,2025-12-23,False
Casablanca,151.15,2025-12-20,True
Marrakech,105.82,2025-12-21,False
Tunis,208.18,2025-12-21,True
Algiers,192.43,2025-12-23,True
Tangier,199.97,2025-12-20,True
Beirut,197.55,2025-12-23,True
Amman,212.37,2025-12-24,True
Istanbul,130.53,2025-12-24,True
Doha,371.25,2025-12-23,True
Manama,312.56,2025-12-23,True
Nice,96.15,2025-12-22,True
Santorini,206.52,2025-12-21,True
Albufeira,43.41,2025-12-24,True
Catania,108.5,2025-12-24,True
Malaga,66.26,2025-12-22,True
Dubrovnik,127.88,2025-12-21,True
Naples,120.86,2025-12-24,True
Toulon,207.32,2025-12-23,True
Sharm El Sheikh,173.78,2025-12-23,True
Hurghada,212.14,2025-12-23,True
Djerba,226.81,2025-12-23,True
Essaouira,85.23,2025-12-23,True
Agadir,146.86,2025-12-23,True
