City,Price,Date,Beach
Paris,89.63,2025-08-19,False
Amsterdam,123.3,2025-08-22,False
Rome,128.28,2025-08-23,True
Madrid,145.17,2025-08-20,False
Lisbon,135.36,2025-08-20,True
Athens,113.87,2025-08-23,True
Barcelona,95.46,2025-08-20,True
Berlin,113.65,2025-08-19,False
Milan,113.72,2025-08-23,False
Vienna,139.7,2025-08-20,False
Prague,108.71,2025-08-21,False
Budapest,36.7,2025-08-23,False
Zurich,168.51,2025-08-20,False
Cairo,126.93,2025-08-22,False
Casablanca,208.9,2025-08-21,True
Marrakech,159.89,2025-08-19,False
Tunis,187.96,2025-08-22,True
Algiers,132.69,2025-08-20,True
Tangier,178.09,2025-08-20,True
Beirut,177.11,2025-08-23,True
Amman,164.96,2025-08-23,True
Istanbul,117.95,2025-08-23,True
Doha,232.04,2025-08-23,True
Manama,245.08,2025-08-21,True
Nice,164.59,2025-08-23,True
Santorini,109.31,2025-08-23,True
Albufeira,38.62,2025-08-19,True
Catania,170.36,2025-08-20,True
Malaga,38.62,2025-08-20,True
Dubrovnik,114.24,2025-08-20,True
Naples,83.93,2025-08-22,True
Toulon,238.42,2025-08-20,True
Sharm El Sheikh,178.97,2025-08-23,True
Hurghada,131.01,2025-08-21,True
Djerba,204.08,2025-08-19,True
Essaouira,154.64,2025-08-20,True
Agadir,57.13,2025-08-20,True
