City,Price,Date,Beach
Paris,66.39,2025-06-25,False
Amsterdam,48.09,2025-06-28,False
Rome,106.55,2025-06-25,True
Madrid,95.76,2025-06-27,False
Lisbon,129.13,2025-06-28,True
Athens,138.93,2025-06-28,True
Berlin,61.17,2025-06-27,False
Milan,127.51,2025-06-26,False
Vienna,105.3,2025-06-27,False
Brussels,125.76,2025-06-25,False
Prague,65.99,2025-06-27,False
Budapest,45.52,2025-06-27,False
Zurich,108.34,2025-06-25,False
Cairo,132.42,2025-06-27,False
Casablanca,157.17,2025-06-29,True
Marrakech,50.32,2025-06-29,False
Tunis,207.76,2025-06-25,True
Algiers,125.14,2025-06-26,True
Tangier,213.37,2025-06-29,True
Istanbul,137.65,2025-06-27,True
Doha,207.0,2025-06-29,True
Manama,151.07,2025-06-26,True
Nice,93.06,2025-06-29,True
Santorini,130.7,2025-06-26,True
Albufeira,29.37,2025-06-28,True
Catania,137.79,2025-06-26,True
Malaga,55.05,2025-06-26,True
Dubrovnik,103.06,2025-06-25,True
Naples,140.51,2025-06-29,True
Toulon,166.16,2025-06-29,True
Hurghada,123.71,2025-06-27,True
Djerba,211.41,2025-06-27,True
Essaouira,235.07,2025-06-27,True
Agadir,121.4,2025-06-25,True
