City,Price,Date,Beach
Amsterdam,57.89,2025-11-29,False
Rome,54.07,2025-12-01,True
Madrid,44.02,2025-12-01,False
Lisbon,56.84,2025-11-29,True
Athens,54.89,2025-11-30,True
Barcelona,27.07,2025-12-01,True
Milan,36.01,2025-12-01,False
Vienna,61.08,2025-12-01,False
Brussels,55.39,2025-12-01,False
Prague,109.33,2025-12-01,False
Budapest,55.54,2025-11-29,False
Casablanca,76.88,2025-12-01,True
Marrakech,33.75,2025-12-01,False
Tunis,92.61,2025-11-30,True
Algiers,78.4,2025-12-01,True
Tangier,48.95,2025-11-30,True
Istanbul,51.27,2025-11-29,True
Doha,151.86,2025-12-01,True
Manama,202.47,2025-11-29,True
Nice,66.3,2025-12-01,True
Santorini,123.87,2025-12-01,True
Catania,57.04,2025-11-29,True
Malaga,23.68,2025-12-01,True
Naples,73.37,2025-11-30,True
Toulon,180.5,2025-12-01,True
Sharm El Sheikh,42.65,2025-12-01,True
Essaouira,22.29,2025-11-28,True
