City,Price,Date,Beach
Amsterdam,49.74,2025-07-06,False
Rome,95.82,2025-07-04,True
Madrid,111.66,2025-07-04,False
Lisbon,150.49,2025-07-04,True
Athens,119.75,2025-07-04,True
Barcelona,76.7,2025-07-02,True
Berlin,123.85,2025-07-04,False
Milan,100.94,2025-07-02,False
Vienna,113.3,2025-07-03,False
Brussels,98.68,2025-07-02,False
Prague,91.02,2025-07-03,False
Budapest,88.72,2025-07-05,False
Zurich,111.89,2025-07-03,False
Cairo,187.76,2025-07-03,False
Casablanca,197.0,2025-07-04,True
Marrakech,176.94,2025-07-04,False
Tunis,218.1,2025-07-04,True
Algiers,204.66,2025-07-04,True
Tangier,202.69,2025-07-02,True
Istanbul,172.65,2025-07-03,True
Doha,209.55,2025-07-03,True
Manama,136.07,2025-07-04,True
Nice,132.46,2025-07-04,True
Santorini,156.32,2025-07-05,True
Albufeira,45.09,2025-07-02,True
Catania,144.16,2025-07-02,True
Malaga,91.59,2025-07-04,True
Dubrovnik,121.64,2025-07-02,True
Naples,68.91,2025-07-04,True
Toulon,195.25,2025-07-06,True
Sharm El Sheikh,147.56,2025-07-04,True
Hurghada,143.9,2025-07-04,True
Essaouira,122.63,2025-07-05,True
Agadir,120.16,2025-07-02,True
