City,Price,Date,Beach
Paris,53.46,2026-01-26,False
Amsterdam,41.94,2026-01-28,False
Rome,39.66,2026-01-25,True
Madrid,47.07,2026-01-26,False
Lisbon,40.96,2026-01-24,True
Athens,41.83,2026-01-26,True
Barcelona,25.45,2026-01-25,True
Berlin,24.13,2026-01-25,False
Milan,24.84,2026-01-25,False
Vienna,41.07,2026-01-26,False
Brussels,44.76,2026-01-27,False
Prague,24.13,2026-01-25,False
Budapest,26.8,2026-01-25,False
Zurich,51.48,2026-01-26,False
Cairo,120.24,2026-01-26,False
Casablanca,80.83,2026-01-26,True
Marrakech,41.93,2026-01-27,False
Tunis,85.03,2026-01-25,True
Algiers,57.23,2026-01-26,True
Tangier,21.6,2026-01-27,True
Beirut,94.46,2026-01-28,True
Amman,39.02,2026-01-28,True
Istanbul,94.01,2026-01-24,True
Doha,145.56,2026-01-27,True
Manama,151.16,2026-01-26,True
Nice,55.45,2026-01-25,True
Santorini,98.43,2026-01-24,True
Albufeira,24.84,2026-01-25,True
Catania,47.1,2026-01-24,True
Malaga,40.93,2026-01-27,True
Dubrovnik,45.95,2026-01-24,True
Naples,24.84,2026-01-24,True
Toulon,156.59,2026-01-25,True
Sharm El Sheikh,67.12,2026-01-26,True
Hurghada,93.55,2026-01-27,True
Djerba,50.93,2026-01-26,True
Essaouira,38.96,2026-01-26,True
Agadir,41.17,2026-01-26,True
