City,Price,Date,Beach
Paris,94.53,2025-10-22,False
Amsterdam,138.46,2025-10-26,False
Rome,59.97,2025-10-22,True
Madrid,70.27,2025-10-24,False
Lisbon,102.82,2025-10-25,True
Athens,65.34,2025-10-22,True
Barcelona,35.51,2025-10-22,True
Berlin,101.35,2025-10-23,False
Milan,67.44,2025-10-22,False
Brussels,103.63,2025-10-22,False
Prague,35.34,2025-10-23,False
Budapest,40.26,2025-10-23,False
Zurich,89.27,2025-10-24,False
Cairo,128.61,2025-10-26,False
Casablanca,121.28,2025-10-22,True
Marrakech,45.83,2025-10-23,False
Tunis,161.19,2025-10-26,True
Algiers,100.36,2025-10-26,True
Beirut,102.28,2025-10-22,True
Amman,85.75,2025-10-22,True
Istanbul,137.75,2025-10-23,True
Doha,192.62,2025-10-24,True
Manama,168.5,2025-10-22,True
Nice,62.57,2025-10-25,True
Santorini,48.71,2025-10-23,True
Albufeira,54.33,2025-10-22,True
Catania,39.87,2025-10-22,True
Malaga,70.46,2025-10-25,True
Dubrovnik,44.17,2025-10-26,True
Toulon,235.58,2025-10-23,True
Sharm El Sheikh,120.35,2025-10-26,True
Hurghada,188.34,2025-10-24,True
Essaouira,62.87,2025-10-26,True
Agadir,82.42,2025-10-25,True
