City,Price,Date,Beach
Paris,46.61,2025-10-16,False
Amsterdam,51.57,2025-10-16,False
Rome,64.61,2025-10-20,True
Madrid,68.72,2025-10-20,False
Lisbon,70.31,2025-10-20,True
Athens,35.69,2025-10-16,True
Barcelona,50.79,2025-10-16,True
Berlin,88.37,2025-10-18,False
Milan,47.74,2025-10-20,False
Brussels,73.62,2025-10-16,False
Prague,32.59,2025-10-16,False
Budapest,34.92,2025-10-20,False
Zurich,94.53,2025-10-20,False
Cairo,141.48,2025-10-20,False
Casablanca,93.91,2025-10-20,True
Marrakech,58.37,2025-10-16,False
Tunis,108.72,2025-10-19,True
Algiers,104.58,2025-10-20,True
Tangier,59.55,2025-10-20,True
Beirut,116.86,2025-10-19,True
Amman,97.05,2025-10-18,True
Istanbul,110.48,2025-10-20,True
Doha,163.55,2025-10-18,True
Manama,158.77,2025-10-20,True
Nice,37.79,2025-10-19,True
Santorini,43.94,2025-10-19,True
Albufeira,36.66,2025-10-20,True
Catania,40.22,2025-10-19,True
Malaga,52.05,2025-10-20,True
Dubrovnik,31.0,2025-10-16,True
Naples,40.22,2025-10-17,True
Toulon,134.77,2025-10-20,True
Sharm El Sheikh,123.76,2025-10-16,True
Hurghada,145.86,2025-10-20,True
Djerba,165.3,2025-10-18,True
Essaouira,106.85,2025-10-16,True
Agadir,91.42,2025-10-20,True
