City,Price,Date,Beach
Paris,62.05,2025-09-23,False
Amsterdam,65.75,2025-09-24,False
Madrid,77.39,2025-09-24,False
Lisbon,77.97,2025-09-23,True
Athens,72.65,2025-09-24,True
Barcelona,53.77,2025-09-24,True
Berlin,77.54,2025-09-22,False
Milan,63.99,2025-09-24,False
Vienna,44.98,2025-09-24,False
Brussels,58.05,2025-09-24,False
Prague,28.76,2025-09-24,False
Budapest,40.99,2025-09-25,False
Zurich,74.61,2025-09-26,False
Cairo,143.36,2025-09-24,False
Casablanca,91.89,2025-09-23,True
Marrakech,72.98,2025-09-23,False
Tunis,96.49,2025-09-22,True
Algiers,108.93,2025-09-24,True
Tangier,96.12,2025-09-26,True
Beirut,141.44,2025-09-23,True
Istanbul,110.84,2025-09-23,True
Doha,168.99,2025-09-23,True
Manama,174.27,2025-09-25,True
Nice,71.16,2025-09-23,True
Santorini,77.38,2025-09-25,True
Albufeira,54.63,2025-09-23,True
Catania,58.87,2025-09-24,True
Malaga,64.05,2025-09-22,True
Dubrovnik,48.31,2025-09-24,True
Toulon,196.07,2025-09-23,True
Sharm El Sheikh,100.27,2025-09-24,True
Hurghada,118.94,2025-09-23,True
Djerba,148.32,2025-09-22,True
Essaouira,69.9,2025-09-23,True
Agadir,44.8,2025-09-24,True
