City,Price,Date,Beach
Paris,122.43,2025-08-20,False
Amsterdam,75.79,2025-08-21,False
Rome,128.05,2025-08-18,True
Madrid,123.76,2025-08-18,False
Lisbon,154.29,2025-08-20,True
Athens,144.2,2025-08-18,True
Barcelona,81.46,2025-08-18,True
Berlin,97.56,2025-08-18,False
Milan,165.55,2025-08-20,False
Vienna,171.95,2025-08-20,False
Brussels,111.73,2025-08-20,False
Prague,106.49,2025-08-18,False
Budapest,109.16,2025-08-18,False
Zurich,153.66,2025-08-20,False
Cairo,200.07,2025-08-20,False
Marrakech,98.69,2025-08-17,False
Tunis,177.11,2025-08-20,True
Algiers,127.89,2025-08-20,True
Beirut,143.77,2025-08-19,True
Amman,152.97,2025-08-18,True
Istanbul,181.83,2025-08-18,True
Doha,230.82,2025-08-19,True
Manama,299.73,2025-08-21,True
Nice,129.26,2025-08-20,True
Santorini,157.21,2025-08-21,True
Albufeira,43.0,2025-08-19,True
Malaga,62.81,2025-08-19,True
Dubrovnik,140.77,2025-08-20,True
Naples,145.64,2025-08-18,True
Toulon,290.89,2025-08-20,True
Hurghada,148.92,2025-08-19,True
Djerba,223.36,2025-08-21,True
Essaouira,116.92,2025-08-20,True
Agadir,148.15,2025-08-18,True
