City,Price,Date,Beach
Paris,47.69,2025-11-05,False
Amsterdam,60.89,2025-11-08,False
Rome,62.51,2025-11-08,True
Madrid,40.0,2025-11-08,False
Lisbon,38.97,2025-11-08,True
Athens,56.21,2025-11-08,True
Berlin,56.51,2025-11-08,False
Vienna,29.45,2025-11-07,False
Brussels,88.01,2025-11-08,False
Prague,44.32,2025-11-08,False
Budapest,39.87,2025-11-08,False
Zurich,55.9,2025-11-07,False
Cairo,136.01,2025-11-08,False
Casablanca,87.22,2025-11-04,True
Marrakech,66.0,2025-11-05,False
Tunis,105.68,2025-11-04,True
Algiers,74.96,2025-11-08,True
Tangier,63.9,2025-11-04,True
Beirut,88.8,2025-11-07,True
Amman,73.43,2025-11-05,True
Istanbul,88.58,2025-11-05,True
Doha,132.18,2025-11-06,True
Manama,124.04,2025-11-06,True
Nice,65.68,2025-11-08,True
Santorini,96.27,2025-11-08,True
Albufeira,29.46,2025-11-04,True
Catania,30.79,2025-11-04,True
Malaga,29.45,2025-11-04,True
Dubrovnik,42.78,2025-11-08,True
Naples,29.46,2025-11-08,True
Toulon,235.75,2025-11-08,True
Sharm El Sheikh,88.4,2025-11-04,True
Hurghada,173.09,2025-11-04,True
Agadir,61.0,2025-11-06,True
