City,Price,Date,Beach
Paris,32.78,2026-02-01,False
Amsterdam,73.95,2026-02-01,False
Rome,36.06,2026-02-02,True
Madrid,75.39,2026-02-01,False
Lisbon,70.55,2026-02-02,True
Athens,50.63,2026-01-31,True
Barcelona,55.91,2026-01-31,True
Berlin,54.58,2026-02-01,False
Milan,32.22,2026-02-02,False
Vienna,52.53,2026-02-01,False
Brussels,57.39,2026-02-02,False
Prague,53.96,2026-02-02,False
Budapest,61.79,2026-01-31,False
Zurich,103.69,2026-01-29,False
Cairo,185.08,2026-01-28,False
Casablanca,105.15,2026-02-02,True
Marrakech,39.65,2026-01-30,False
Tunis,134.35,2026-02-02,True
Algiers,99.11,2026-02-02,True
Tangier,68.39,2026-01-30,True
Beirut,113.31,2026-02-02,True
Amman,80.24,2026-01-30,True
Istanbul,138.45,2026-01-30,True
Doha,233.11,2026-02-01,True
Manama,258.07,2026-02-02,True
Nice,88.89,2026-01-30,True
Santorini,96.42,2026-01-31,True
Albufeira,67.46,2026-01-29,True
Catania,62.34,2026-01-31,True
Malaga,28.82,2026-02-01,True
Dubrovnik,71.58,2026-02-02,True
Naples,64.76,2026-02-02,True
Toulon,168.19,2026-02-02,True
Sharm El Sheikh,108.31,2026-01-31,True
Hurghada,104.65,2026-02-02,True
Djerba,111.93,2026-02-01,True
Essaouira,71.03,2026-02-02,True
Agadir,39.41,2026-02-01,True
