City,Price,Date,Beach
Paris,68.68,2025-10-15,False
Amsterdam,61.34,2025-10-15,False
Rome,68.57,2025-10-15,True
Madrid,73.79,2025-10-15,False
Lisbon,85.05,2025-10-18,True
Athens,42.87,2025-10-17,True
Barcelona,37.38,2025-10-16,True
Berlin,52.98,2025-10-15,False
Milan,39.05,2025-10-16,False
Vienna,36.06,2025-10-15,False
Brussels,58.58,2025-10-16,False
Budapest,37.38,2025-10-16,False
Zurich,89.41,2025-10-17,False
Cairo,145.55,2025-10-15,False
Casablanca,102.62,2025-10-16,True
Marrakech,66.44,2025-10-15,False
Tunis,110.77,2025-10-19,True
Algiers,112.75,2025-10-18,True
Tangier,61.48,2025-10-18,True
Beirut,103.4,2025-10-15,True
Amman,103.72,2025-10-15,True
Istanbul,101.15,2025-10-17,True
Doha,164.83,2025-10-16,True
Manama,170.81,2025-10-16,True
Nice,66.68,2025-10-17,True
Santorini,55.58,2025-10-19,True
Albufeira,40.68,2025-10-15,True
Catania,46.96,2025-10-17,True
Malaga,37.97,2025-10-16,True
Dubrovnik,43.37,2025-10-16,True
Naples,24.38,2025-10-15,True
Toulon,200.61,2025-10-16,True
Sharm El Sheikh,124.15,2025-10-18,True
Hurghada,119.26,2025-10-15,True
Djerba,153.78,2025-10-17,True
Essaouira,91.53,2025-10-15,True
Agadir,68.2,2025-10-16,True
