City,Price,Date,Beach
Paris,66.05,2025-06-25,False
Amsterdam,78.93,2025-06-25,False
Rome,102.85,2025-06-24,True
Madrid,113.88,2025-06-27,False
Lisbon,134.62,2025-06-24,True
Athens,132.89,2025-06-28,True
Barcelona,99.15,2025-06-27,True
Berlin,127.09,2025-06-24,False
Milan,133.01,2025-06-27,False
Vienna,126.36,2025-06-24,False
Brussels,107.6,2025-06-24,False
Prague,114.63,2025-06-26,False
Budapest,89.1,2025-06-28,False
Zurich,126.45,2025-06-24,False
Cairo,196.31,2025-06-25,False
Casablanca,95.34,2025-06-25,True
Marrakech,170.97,2025-06-24,False
Tunis,211.56,2025-06-24,True
Algiers,168.72,2025-06-24,True
Tangier,77.01,2025-06-25,True
Doha,203.95,2025-06-24,True
Manama,238.1,2025-06-25,True
Nice,112.52,2025-06-27,True
Santorini,234.86,2025-06-26,True
Albufeira,47.01,2025-06-25,True
Malaga,91.26,2025-06-27,True
Dubrovnik,111.85,2025-06-25,True
Naples,96.67,2025-06-27,True
Toulon,215.6,2025-06-24,True
Sharm El Sheikh,237.52,2025-06-28,True
Hurghada,191.06,2025-06-28,True
Djerba,197.66,2025-06-24,True
Essaouira,202.82,2025-06-24,True
Agadir,63.09,2025-06-25,True
