City,Price,Date,Beach
Paris,65.52,2026-02-08,False
Amsterdam,55.7,2026-02-11,False
Rome,59.08,2026-02-08,True
Madrid,85.96,2026-02-09,False
Lisbon,89.03,2026-02-09,True
Athens,71.94,2026-02-07,True
Barcelona,90.08,2026-02-11,True
Berlin,58.87,2026-02-09,False
Milan,32.41,2026-02-11,False
Vienna,50.56,2026-02-09,False
Brussels,51.51,2026-02-11,False
Prague,53.67,2026-02-08,False
Budapest,60.91,2026-02-11,False
Zurich,78.21,2026-02-09,False
Cairo,201.69,2026-02-07,False
Casablanca,138.79,2026-02-07,True
Marrakech,67.95,2026-02-09,False
Tunis,97.59,2026-02-09,True
Algiers,111.63,2026-02-09,True
Tangier,81.03,2026-02-11,True
Beirut,94.14,2026-02-09,True
Amman,97.27,2026-02-09,True
Istanbul,112.8,2026-02-11,True
Doha,156.07,2026-02-09,True
Manama,188.44,2026-02-11,True
Nice,111.06,2026-02-09,True
Santorini,164.77,2026-02-09,True
Albufeira,55.66,2026-02-10,True
Catania,75.61,2026-02-10,True
Malaga,51.95,2026-02-08,True
Dubrovnik,67.15,2026-02-09,True
Naples,51.11,2026-02-07,True
Toulon,176.41,2026-02-08,True
Sharm El Sheikh,105.59,2026-02-12,True
Hurghada,131.16,2026-02-10,True
Djerba,170.32,2026-02-09,True
Essaouira,70.49,2026-02-09,True
Agadir,37.7,2026-02-08,True
