City,Price,Date,Beach
Paris,77.8,2025-04-13,False
Amsterdam,49.11,2025-04-09,False
Rome,136.95,2025-04-09,True
Madrid,156.96,2025-04-13,False
Lisbon,130.43,2025-04-12,True
Athens,196.65,2025-04-13,True
Barcelona,103.28,2025-04-11,True
Berlin,65.03,2025-04-11,False
Milan,158.58,2025-04-12,False
Brussels,216.75,2025-04-12,False
Prague,123.88,2025-04-11,False
Budapest,121.04,2025-04-13,False
Zurich,114.9,2025-04-12,False
Cairo,236.83,2025-04-09,False
Casablanca,282.74,2025-04-09,True
Marrakech,141.16,2025-04-13,False
Tunis,261.14,2025-04-13,True
Algiers,196.39,2025-04-09,True
Tangier,246.83,2025-04-09,True
Beirut,203.59,2025-04-13,True
Amman,222.67,2025-04-13,True
Istanbul,301.62,2025-04-09,True
Doha,326.09,2025-04-13,True
Manama,231.16,2025-04-13,True
Nice,109.16,2025-04-13,True
Santorini,218.83,2025-04-13,True
Albufeira,63.91,2025-04-12,True
Malaga,95.48,2025-04-13,True
Dubrovnik,240.64,2025-04-09,True
Naples,121.04,2025-04-09,True
Toulon,221.34,2025-04-13,True
Sharm El Sheikh,277.99,2025-04-12,True
Hurghada,273.74,2025-04-13,True
Djerba,299.46,2025-04-13,True
Essaouira,305.38,2025-04-11,True
Agadir,213.55,2025-04-09,True
