City,Price,Date,Beach
Paris,44.73,2025-09-05,False
Amsterdam,112.14,2025-09-04,False
Rome,107.21,2025-09-06,True
Madrid,138.68,2025-09-06,False
Lisbon,129.67,2025-09-03,True
Athens,90.58,2025-09-06,True
Barcelona,112.15,2025-09-07,True
Berlin,120.34,2025-09-03,False
Milan,107.42,2025-09-06,False
Vienna,153.14,2025-09-06,False
Brussels,164.63,2025-09-06,False
Prague,77.69,2025-09-04,False
Zurich,144.84,2025-09-05,False
Cairo,173.41,2025-09-06,False
Casablanca,117.49,2025-09-03,True
Marrakech,92.43,2025-09-07,False
Tunis,162.39,2025-09-04,True
Algiers,132.28,2025-09-07,True
Tangier,109.17,2025-09-07,True
Beirut,140.03,2025-09-03,True
Amman,175.55,2025-09-04,True
Istanbul,101.0,2025-09-06,True
Doha,197.26,2025-09-06,True
Manama,216.54,2025-09-06,True
Nice,112.22,2025-09-06,True
Santorini,132.02,2025-09-06,True
Albufeira,80.43,2025-09-03,True
Catania,162.08,2025-09-03,True
Malaga,138.92,2025-09-04,True
Dubrovnik,164.26,2025-09-03,True
Naples,75.01,2025-09-05,True
Toulon,160.48,2025-09-07,True
Sharm El Sheikh,167.82,2025-09-04,True
Hurghada,130.11,2025-09-03,True
Djerba,171.33,2025-09-07,True
Essaouira,146.89,2025-09-03,True
Agadir,41.35,2025-09-03,True
