City,Price,Date,Beach
Paris,54.6,2025-04-21,False
Amsterdam,49.65,2025-04-22,False
Rome,81.69,2025-04-21,True
Madrid,107.54,2025-04-22,False
Lisbon,117.33,2025-04-20,True
Athens,169.12,2025-04-22,True
Barcelona,66.57,2025-04-21,True
Berlin,54.6,2025-04-21,False
Milan,132.53,2025-04-22,False
Vienna,161.85,2025-04-22,False
Brussels,121.27,2025-04-22,False
Prague,66.57,2025-04-21,False
Budapest,45.15,2025-04-21,False
Zurich,139.23,2025-04-23,False
Cairo,222.59,2025-04-20,False
Casablanca,100.17,2025-04-22,True
Marrakech,49.67,2025-04-23,False
Tunis,166.9,2025-04-24,True
Algiers,149.17,2025-04-24,True
Tangier,183.15,2025-04-22,True
Beirut,204.7,2025-04-24,True
Amman,156.86,2025-04-20,True
Istanbul,253.89,2025-04-22,True
Doha,242.66,2025-04-23,True
Manama,170.16,2025-04-23,True
Nice,66.57,2025-04-20,True
Santorini,198.21,2025-04-24,True
Albufeira,47.1,2025-04-20,True
Catania,70.16,2025-04-21,True
Malaga,47.1,2025-04-22,True
Dubrovnik,173.5,2025-04-24,True
Naples,142.06,2025-04-20,True
Toulon,292.55,2025-04-22,True
Sharm El Sheikh,129.85,2025-04-20,True
Hurghada,141.6,2025-04-24,True
Djerba,180.84,2025-04-24,True
Essaouira,173.33,2025-04-20,True
Agadir,157.27,2025-04-22,True
