City,Price,Date,Beach
Paris,86.38,2026-02-16,False
Amsterdam,77.0,2026-02-12,False
Rome,96.8,2026-02-16,True
Madrid,91.99,2026-02-12,False
Lisbon,103.31,2026-02-12,True
Athens,112.28,2026-02-12,True
Barcelona,111.55,2026-02-16,True
Berlin,114.3,2026-02-13,False
Milan,106.93,2026-02-11,False
Vienna,94.45,2026-02-16,False
Brussels,102.0,2026-02-16,False
Prague,65.33,2026-02-15,False
Budapest,100.52,2026-02-16,False
Zurich,115.25,2026-02-16,False
Cairo,245.97,2026-02-14,False
Casablanca,126.96,2026-02-13,True
Marrakech,115.11,2026-02-15,False
Tunis,187.25,2026-02-16,True
Algiers,172.46,2026-02-13,True
Tangier,139.02,2026-02-15,True
Beirut,169.96,2026-02-16,True
Amman,141.56,2026-02-16,True
Istanbul,149.1,2026-02-16,True
Doha,244.76,2026-02-16,True
Manama,181.57,2026-02-16,True
Nice,124.6,2026-02-13,True
Santorini,195.39,2026-02-16,True
Albufeira,127.86,2026-02-15,True
Catania,97.48,2026-02-14,True
Malaga,89.89,2026-02-16,True
Dubrovnik,129.6,2026-02-15,True
Naples,96.25,2026-02-12,True
Toulon,220.99,2026-02-16,True
Sharm El Sheikh,162.94,2026-02-14,True
Hurghada,160.63,2026-02-16,True
Djerba,270.16,2026-02-14,True
Essaouira,152.45,2026-02-15,True
Agadir,103.88,2026-02-11,True
