City,Price,Date,Beach
Paris,48.42,2025-09-01,False
Amsterdam,124.37,2025-08-31,False
Madrid,133.94,2025-08-28,False
Lisbon,138.03,2025-08-31,True
Athens,80.07,2025-08-29,True
Barcelona,106.48,2025-09-01,True
Milan,99.94,2025-09-01,False
Vienna,109.86,2025-08-28,False
Brussels,125.63,2025-08-29,False
Prague,95.42,2025-08-31,False
Budapest,136.1,2025-08-29,False
Zurich,104.9,2025-08-28,False
Cairo,163.18,2025-09-01,False
Casablanca,164.12,2025-09-01,True
Marrakech,95.06,2025-08-31,False
Tunis,161.3,2025-09-01,True
Tangier,226.4,2025-09-01,True
Beirut,126.5,2025-09-01,True
Istanbul,182.84,2025-08-30,True
Doha,188.24,2025-09-01,True
Manama,223.03,2025-08-31,True
Nice,125.86,2025-09-01,True
Santorini,54.43,2025-08-28,True
Albufeira,86.41,2025-08-28,True
Catania,160.55,2025-08-29,True
Malaga,76.6,2025-08-29,True
Dubrovnik,78.47,2025-08-31,True
Sharm El Sheikh,170.27,2025-08-31,True
Hurghada,118.41,2025-08-28,True
Djerba,179.13,2025-09-01,True
Essaouira,222.54,2025-08-29,True
Agadir,69.4,2025-08-30,True
