City,Price,Date,Beach
Paris,63.58,2025-03-26,False
Amsterdam,64.45,2025-03-25,False
Rome,108.22,2025-03-27,True
Madrid,108.64,2025-03-26,False
Lisbon,92.05,2025-03-25,True
Athens,168.11,2025-03-29,True
Barcelona,114.22,2025-03-25,True
Berlin,75.5,2025-03-26,False
Milan,93.35,2025-03-25,False
Vienna,128.97,2025-03-28,False
Brussels,130.52,2025-03-28,False
Prague,37.0,2025-03-27,False
Budapest,130.58,2025-03-28,False
Zurich,163.16,2025-03-26,False
Cairo,216.11,2025-03-29,False
Casablanca,160.31,2025-03-29,True
Marrakech,157.96,2025-03-25,False
Tunis,239.6,2025-03-29,True
Algiers,219.6,2025-03-25,True
Tangier,161.68,2025-03-29,True
Beirut,261.5,2025-03-26,True
Amman,207.69,2025-03-27,True
Istanbul,173.95,2025-03-26,True
Doha,227.83,2025-03-26,True
Manama,188.66,2025-03-27,True
Nice,117.34,2025-03-27,True
Santorini,215.37,2025-03-27,True
Albufeira,49.52,2025-03-25,True
Catania,190.2,2025-03-28,True
Malaga,85.46,2025-03-26,True
Dubrovnik,221.49,2025-03-29,True
Naples,186.8,2025-03-28,True
Toulon,203.88,2025-03-29,True
Sharm El Sheikh,215.33,2025-03-28,True
Hurghada,143.76,2025-03-28,True
Djerba,192.88,2025-03-29,True
Essaouira,655.61,2025-03-28,True
Agadir,68.65,2025-03-26,True
