City,Price,Date,Beach
Paris,73.22,2026-02-17,False
Amsterdam,55.41,2026-02-17,False
Rome,121.36,2026-02-13,True
Madrid,107.19,2026-02-17,False
Lisbon,79.93,2026-02-12,True
Athens,108.74,2026-02-14,True
Barcelona,84.17,2026-02-17,True
Berlin,112.54,2026-02-16,False
Milan,88.35,2026-02-17,False
Vienna,110.21,2026-02-17,False
Brussels,109.37,2026-02-14,False
Prague,115.1,2026-02-16,False
Budapest,91.78,2026-02-17,False
Zurich,78.17,2026-02-17,False
Cairo,145.39,2026-02-17,False
Casablanca,141.99,2026-02-17,True
Marrakech,89.6,2026-02-17,False
Tunis,109.15,2026-02-17,True
Algiers,93.86,2026-02-16,True
Tangier,109.8,2026-02-16,True
Beirut,113.11,2026-02-17,True
Amman,131.85,2026-02-14,True
Istanbul,91.18,2026-02-15,True
Doha,212.89,2026-02-17,True
Manama,173.46,2026-02-16,True
Nice,101.18,2026-02-16,True
Santorini,150.29,2026-02-17,True
Albufeira,120.97,2026-02-17,True
Catania,118.04,2026-02-17,True
Malaga,76.68,2026-02-17,True
Dubrovnik,111.81,2026-02-16,True
Naples,82.5,2026-02-14,True
Toulon,179.39,2026-02-17,True
Sharm El Sheikh,123.34,2026-02-16,True
Hurghada,127.86,2026-02-17,True
Djerba,82.72,2026-02-17,True
Essaouira,140.85,2026-02-14,True
Agadir,104.06,2026-02-17,True
