City,Price,Date,Beach
Paris,49.12,2025-10-06,False
Rome,65.42,2025-10-06,True
Madrid,35.67,2025-10-05,False
Lisbon,85.11,2025-10-06,True
Athens,56.26,2025-10-05,True
Barcelona,30.34,2025-10-02,True
Berlin,30.29,2025-10-06,False
Milan,57.18,2025-10-06,False
Vienna,54.11,2025-10-06,False
Brussels,58.08,2025-10-04,False
Prague,34.28,2025-10-05,False
Budapest,32.87,2025-10-06,False
Zurich,102.23,2025-10-02,False
Cairo,126.66,2025-10-05,False
Casablanca,84.73,2025-10-06,True
Marrakech,44.13,2025-10-05,False
Tunis,118.83,2025-10-06,True
Algiers,82.1,2025-10-05,True
Tangier,62.4,2025-10-05,True
Beirut,109.37,2025-10-03,True
Amman,135.1,2025-10-06,True
Istanbul,109.19,2025-10-03,True
Doha,177.52,2025-10-05,True
Manama,181.53,2025-10-03,True
Nice,42.33,2025-10-05,True
Santorini,71.16,2025-10-02,True
Albufeira,40.45,2025-10-04,True
Catania,71.22,2025-10-06,True
Malaga,35.95,2025-10-02,True
Dubrovnik,79.35,2025-10-05,True
Naples,98.04,2025-10-04,True
Toulon,174.65,2025-10-04,True
Sharm El Sheikh,118.72,2025-10-06,True
Hurghada,109.55,2025-10-05,True
Djerba,125.82,2025-10-06,True
Essaouira,107.14,2025-10-05,True
Agadir,69.57,2025-10-04,True
