City,Price,Date,Beach
Paris,104.66,2025-07-20,False
Amsterdam,89.75,2025-07-16,False
Rome,113.33,2025-07-16,True
Madrid,132.69,2025-07-16,False
Lisbon,125.82,2025-07-16,True
Athens,142.76,2025-07-16,True
Barcelona,70.45,2025-07-16,True
Berlin,132.94,2025-07-20,False
Milan,116.35,2025-07-16,False
Vienna,149.66,2025-07-16,False
Brussels,115.63,2025-07-16,False
Prague,104.16,2025-07-18,False
Budapest,104.31,2025-07-18,False
Zurich,124.25,2025-07-18,False
Cairo,215.08,2025-07-16,False
Casablanca,182.82,2025-07-16,True
Marrakech,169.21,2025-07-17,False
Tunis,205.01,2025-07-16,True
Algiers,206.42,2025-07-16,True
Tangier,234.3,2025-07-16,True
Beirut,305.24,2025-07-20,True
Amman,266.76,2025-07-19,True
Istanbul,138.19,2025-07-16,True
Doha,221.52,2025-07-17,True
Manama,185.61,2025-07-17,True
Nice,123.8,2025-07-18,True
Santorini,97.91,2025-07-17,True
Albufeira,80.34,2025-07-16,True
Catania,80.93,2025-07-18,True
Malaga,101.88,2025-07-19,True
Dubrovnik,87.76,2025-07-16,True
Naples,99.17,2025-07-16,True
Toulon,252.93,2025-07-16,True
Sharm El Sheikh,209.53,2025-07-17,True
Hurghada,208.77,2025-07-18,True
Djerba,278.63,2025-07-18,True
Essaouira,204.31,2025-07-19,True
Agadir,174.35,2025-07-17,True
