City,Price,Date,Beach
Paris,54.14,2025-06-25,False
Amsterdam,61.08,2025-06-26,False
Rome,92.97,2025-06-24,True
Madrid,79.47,2025-06-23,False
Lisbon,132.3,2025-06-23,True
Athens,85.84,2025-06-24,True
Barcelona,72.99,2025-06-23,True
Berlin,57.3,2025-06-23,False
Milan,91.52,2025-06-27,False
Vienna,89.72,2025-06-25,False
Brussels,99.18,2025-06-23,False
Prague,62.06,2025-06-27,False
Budapest,41.85,2025-06-27,False
Zurich,98.72,2025-06-23,False
Cairo,132.72,2025-06-27,False
Casablanca,157.82,2025-06-26,True
Marrakech,62.32,2025-06-25,False
Tunis,207.46,2025-06-25,True
Algiers,124.66,2025-06-26,True
Tangier,182.36,2025-06-25,True
Istanbul,133.2,2025-06-24,True
Doha,162.21,2025-06-26,True
Manama,151.05,2025-06-26,True
Santorini,102.85,2025-06-23,True
Malaga,29.34,2025-06-24,True
Dubrovnik,103.51,2025-06-24,True
Naples,132.09,2025-06-23,True
Toulon,187.49,2025-06-23,True
Sharm El Sheikh,163.75,2025-06-27,True
Hurghada,110.64,2025-06-24,True
Djerba,190.31,2025-06-27,True
Essaouira,209.56,2025-06-23,True
Agadir,102.85,2025-06-24,True
