City,Price,Date,Beach
Paris,36.71,2025-09-28,False
Amsterdam,53.13,2025-09-27,False
Rome,75.5,2025-09-24,True
Madrid,33.87,2025-09-24,False
Lisbon,93.99,2025-09-28,True
Athens,74.89,2025-09-26,True
Barcelona,49.78,2025-09-28,True
Berlin,67.0,2025-09-26,False
Milan,61.03,2025-09-24,False
Vienna,65.34,2025-09-26,False
Brussels,60.07,2025-09-24,False
Prague,49.17,2025-09-28,False
Budapest,36.76,2025-09-26,False
Zurich,97.54,2025-09-27,False
Cairo,141.98,2025-09-28,False
Casablanca,71.08,2025-09-28,True
Marrakech,44.43,2025-09-28,False
Tunis,139.87,2025-09-28,True
Algiers,98.05,2025-09-24,True
Tangier,67.6,2025-09-28,True
Beirut,163.09,2025-09-28,True
Amman,83.52,2025-09-28,True
Istanbul,121.72,2025-09-27,True
Doha,200.06,2025-09-28,True
Manama,191.6,2025-09-26,True
Nice,43.68,2025-09-28,True
Santorini,56.46,2025-09-28,True
Albufeira,50.83,2025-09-25,True
Catania,73.4,2025-09-28,True
Malaga,42.02,2025-09-27,True
Dubrovnik,86.56,2025-09-27,True
Naples,71.01,2025-09-25,True
Toulon,169.09,2025-09-27,True
Sharm El Sheikh,94.42,2025-09-28,True
Hurghada,134.61,2025-09-28,True
Djerba,131.78,2025-09-28,True
Essaouira,70.59,2025-09-24,True
Agadir,58.16,2025-09-26,True
