City,Price,Date,Beach
Paris,44.23,2025-09-27,False
Amsterdam,66.88,2025-09-24,False
Rome,88.11,2025-09-27,True
Madrid,108.94,2025-09-25,False
Lisbon,113.06,2025-09-24,True
Athens,85.45,2025-09-24,True
Barcelona,59.85,2025-09-24,True
Berlin,64.19,2025-09-24,False
Milan,89.58,2025-09-26,False
Vienna,92.59,2025-09-24,False
Brussels,60.3,2025-09-24,False
Prague,84.85,2025-09-25,False
Budapest,36.62,2025-09-27,False
Zurich,98.73,2025-09-27,False
Cairo,159.73,2025-09-24,False
Casablanca,102.65,2025-09-24,True
Marrakech,91.56,2025-09-27,False
Tunis,161.4,2025-09-24,True
Algiers,126.75,2025-09-24,True
Tangier,96.68,2025-09-24,True
Beirut,134.81,2025-09-27,True
Amman,83.62,2025-09-27,True
Istanbul,98.44,2025-09-27,True
Doha,180.89,2025-09-24,True
Manama,193.45,2025-09-25,True
Nice,74.54,2025-09-24,True
Santorini,76.08,2025-09-25,True
Albufeira,54.29,2025-09-28,True
Catania,91.59,2025-09-24,True
Malaga,85.77,2025-09-27,True
Dubrovnik,82.43,2025-09-26,True
Naples,64.07,2025-09-24,True
Toulon,175.5,2025-09-27,True
Sharm El Sheikh,124.17,2025-09-24,True
Hurghada,146.35,2025-09-24,True
Djerba,153.23,2025-09-24,True
Essaouira,106.84,2025-09-28,True
Agadir,50.67,2025-09-24,True
