City,Price,Date,Beach
Paris,46.56,2025-03-26,False
Amsterdam,60.37,2025-03-27,False
Rome,56.67,2025-03-30,True
Madrid,107.04,2025-03-26,False
Lisbon,108.12,2025-03-29,True
Athens,97.48,2025-03-30,True
Barcelona,58.23,2025-03-29,True
Berlin,68.01,2025-03-26,False
Milan,50.66,2025-03-26,False
Vienna,54.32,2025-03-29,False
Brussels,55.61,2025-03-30,False
Prague,32.44,2025-03-30,False
Budapest,33.95,2025-03-29,False
Zurich,58.39,2025-03-26,False
Cairo,137.95,2025-03-27,False
Casablanca,98.35,2025-03-27,True
Marrakech,63.28,2025-03-26,False
Tunis,82.64,2025-03-28,True
Algiers,152.78,2025-03-30,True
Tangier,103.7,2025-03-26,True
Beirut,189.56,2025-03-28,True
Amman,176.11,2025-03-30,True
Istanbul,121.84,2025-03-29,True
Doha,175.56,2025-03-27,True
Manama,144.53,2025-03-26,True
Nice,52.05,2025-03-30,True
Santorini,103.86,2025-03-30,True
Albufeira,37.67,2025-03-30,True
Catania,102.2,2025-03-29,True
Malaga,54.72,2025-03-30,True
Dubrovnik,62.32,2025-03-30,True
Naples,87.98,2025-03-26,True
Toulon,159.09,2025-03-30,True
Sharm El Sheikh,80.32,2025-03-27,True
Hurghada,81.1,2025-03-27,True
Djerba,189.41,2025-03-29,True
Essaouira,218.96,2025-03-29,True
Agadir,32.5,2025-03-27,True
