City,Price,Date,Beach
Paris,63.32,2025-03-29,False
Amsterdam,67.99,2025-03-26,False
Rome,126.48,2025-03-28,True
Madrid,118.8,2025-03-26,False
Lisbon,100.62,2025-03-27,True
Athens,129.2,2025-03-30,True
Barcelona,104.24,2025-03-30,True
Berlin,76.97,2025-03-26,False
Milan,92.92,2025-03-30,False
Vienna,164.13,2025-03-29,False
Brussels,129.81,2025-03-27,False
Prague,27.23,2025-03-27,False
Budapest,102.03,2025-03-30,False
Zurich,169.99,2025-03-26,False
Cairo,216.85,2025-03-30,False
Casablanca,161.21,2025-03-27,True
Marrakech,177.84,2025-03-30,False
Tunis,184.54,2025-03-30,True
Algiers,104.26,2025-03-30,True
Tangier,170.0,2025-03-29,True
Beirut,228.88,2025-03-30,True
Amman,206.56,2025-03-27,True
Istanbul,172.99,2025-03-26,True
Doha,182.13,2025-03-30,True
Manama,259.29,2025-03-30,True
Nice,98.8,2025-03-30,True
Santorini,212.01,2025-03-27,True
Albufeira,55.68,2025-03-30,True
Catania,127.0,2025-03-29,True
Malaga,100.14,2025-03-26,True
Dubrovnik,113.01,2025-03-30,True
Naples,122.51,2025-03-30,True
Toulon,149.91,2025-03-30,True
Sharm El Sheikh,250.75,2025-03-30,True
Hurghada,143.04,2025-03-28,True
Djerba,179.58,2025-03-30,True
Essaouira,1502.82,2025-03-28,True
Agadir,83.31,2025-03-26,True
