City,Price,Date,Beach
Paris,91.0,2025-10-23,False
Amsterdam,85.43,2025-10-21,False
Rome,60.17,2025-10-22,True
Madrid,70.82,2025-10-24,False
Lisbon,96.5,2025-10-25,True
Athens,67.02,2025-10-22,True
Barcelona,35.92,2025-10-21,True
Berlin,90.05,2025-10-23,False
Milan,73.81,2025-10-24,False
Vienna,31.15,2025-10-22,False
Brussels,80.17,2025-10-21,False
Prague,30.85,2025-10-22,False
Budapest,42.03,2025-10-21,False
Zurich,95.45,2025-10-24,False
Cairo,138.88,2025-10-22,False
Casablanca,109.91,2025-10-21,True
Marrakech,51.4,2025-10-23,False
Tunis,104.87,2025-10-24,True
Algiers,113.12,2025-10-23,True
Tangier,77.93,2025-10-21,True
Beirut,102.26,2025-10-22,True
Amman,93.25,2025-10-22,True
Istanbul,107.2,2025-10-23,True
Doha,158.23,2025-10-21,True
Manama,168.5,2025-10-22,True
Nice,62.57,2025-10-25,True
Albufeira,44.02,2025-10-25,True
Catania,37.96,2025-10-24,True
Malaga,62.89,2025-10-21,True
Dubrovnik,43.38,2025-10-22,True
Naples,39.9,2025-10-21,True
Toulon,255.99,2025-10-21,True
Sharm El Sheikh,123.72,2025-10-25,True
Hurghada,151.09,2025-10-21,True
Djerba,167.97,2025-10-21,True
Essaouira,99.54,2025-10-22,True
Agadir,82.41,2025-10-25,True
