City,Price,Date,Beach
Paris,91.19,2026-03-06,False
Amsterdam,69.69,2026-03-08,False
Rome,51.98,2026-03-06,True
Madrid,60.57,2026-03-03,False
Lisbon,85.91,2026-03-06,True
Athens,94.34,2026-03-05,True
Barcelona,72.01,2026-03-05,True
Berlin,68.21,2026-03-07,False
Milan,43.03,2026-03-06,False
Vienna,72.06,2026-03-05,False
Brussels,52.23,2026-03-06,False
Prague,47.52,2026-03-05,False
Budapest,75.98,2026-03-07,False
Zurich,92.53,2026-03-06,False
Casablanca,225.78,2026-03-04,True
Marrakech,43.54,2026-03-06,False
Tunis,291.79,2026-03-04,True
Algiers,239.84,2026-03-04,True
Tangier,173.57,2026-03-06,True
Istanbul,102.06,2026-03-07,True
Nice,129.66,2026-03-07,True
Santorini,177.42,2026-03-07,True
Albufeira,50.73,2026-03-05,True
Catania,70.42,2026-03-07,True
Malaga,44.7,2026-03-08,True
Dubrovnik,73.44,2026-03-05,True
Naples,81.61,2026-03-06,True
Toulon,211.96,2026-03-08,True
Djerba,1487.3,2026-03-05,True
Agadir,34.45,2026-03-04,True
