City,Price,Date,Beach
Paris,82.29,2025-06-17,False
Amsterdam,54.58,2025-06-18,False
Rome,54.15,2025-06-18,True
Madrid,84.8,2025-06-21,False
Lisbon,112.37,2025-06-21,True
Athens,81.66,2025-06-18,True
Barcelona,48.8,2025-06-21,True
Berlin,89.01,2025-06-17,False
Milan,59.21,2025-06-17,False
Vienna,70.84,2025-06-18,False
Brussels,76.46,2025-06-18,False
Prague,41.63,2025-06-18,False
Budapest,36.38,2025-06-21,False
Zurich,73.38,2025-06-19,False
Cairo,145.41,2025-06-18,False
Casablanca,136.41,2025-06-21,True
Marrakech,59.04,2025-06-19,False
Tunis,91.45,2025-06-21,True
Algiers,121.68,2025-06-17,True
Tangier,122.94,2025-06-19,True
Beirut,185.8,2025-06-18,True
Amman,110.18,2025-06-17,True
Istanbul,64.29,2025-06-21,True
Doha,156.19,2025-06-18,True
Manama,131.97,2025-06-20,True
Santorini,127.88,2025-06-21,True
Albufeira,46.96,2025-06-17,True
Catania,59.82,2025-06-18,True
Malaga,59.48,2025-06-17,True
Dubrovnik,44.42,2025-06-17,True
Naples,58.79,2025-06-20,True
Toulon,151.31,2025-06-17,True
Sharm El Sheikh,122.12,2025-06-18,True
Hurghada,120.28,2025-06-18,True
Djerba,104.81,2025-06-17,True
Essaouira,190.59,2025-06-19,True
Agadir,89.74,2025-06-17,True
