City,Price,Date,Beach
Paris,63.1,2025-06-15,False
Amsterdam,73.2,2025-06-12,False
Rome,59.05,2025-06-15,True
Madrid,52.66,2025-06-14,False
Athens,84.89,2025-06-15,True
Barcelona,43.8,2025-06-15,True
Berlin,64.3,2025-06-15,False
Milan,62.31,2025-06-15,False
Vienna,99.9,2025-06-11,False
Brussels,121.41,2025-06-14,False
Prague,73.2,2025-06-15,False
Budapest,51.11,2025-06-13,False
Zurich,70.45,2025-06-12,False
Cairo,158.85,2025-06-15,False
Casablanca,128.44,2025-06-14,True
Marrakech,69.05,2025-06-15,False
Tunis,180.5,2025-06-11,True
Algiers,115.65,2025-06-12,True
Tangier,136.62,2025-06-14,True
Beirut,186.91,2025-06-12,True
Amman,179.28,2025-06-15,True
Istanbul,100.54,2025-06-12,True
Doha,183.73,2025-06-15,True
Manama,169.58,2025-06-14,True
Nice,103.48,2025-06-14,True
Albufeira,77.94,2025-06-13,True
Catania,43.15,2025-06-13,True
Malaga,66.28,2025-06-13,True
Dubrovnik,64.3,2025-06-14,True
Naples,78.99,2025-06-11,True
Toulon,193.12,2025-06-15,True
Sharm El Sheikh,124.73,2025-06-12,True
Djerba,118.48,2025-06-13,True
Essaouira,191.11,2025-06-15,True
Agadir,105.72,2025-06-15,True
