City,Price,Date,Beach
Amsterdam,48.96,2025-11-22,False
Rome,108.74,2025-11-22,True
Madrid,94.78,2025-11-18,False
Athens,67.56,2025-11-20,True
Barcelona,48.96,2025-11-21,True
Berlin,94.54,2025-11-21,False
Milan,126.7,2025-11-21,False
Vienna,50.96,2025-11-20,False
Brussels,108.92,2025-11-21,False
Prague,69.95,2025-11-21,False
Budapest,76.59,2025-11-21,False
Zurich,90.42,2025-11-21,False
Cairo,192.02,2025-11-21,False
Casablanca,123.66,2025-11-22,True
Marrakech,41.44,2025-11-20,False
Tunis,149.12,2025-11-21,True
Algiers,105.92,2025-11-18,True
Tangier,182.34,2025-11-22,True
Beirut,113.8,2025-11-22,True
Amman,78.72,2025-11-19,True
Istanbul,142.95,2025-11-22,True
Doha,195.75,2025-11-20,True
Manama,150.7,2025-11-22,True
Nice,93.31,2025-11-19,True
Santorini,120.84,2025-11-20,True
Albufeira,50.96,2025-11-18,True
Catania,85.03,2025-11-22,True
Dubrovnik,91.26,2025-11-20,True
Naples,142.77,2025-11-19,True
Toulon,247.2,2025-11-19,True
Sharm El Sheikh,109.13,2025-11-22,True
Hurghada,120.82,2025-11-21,True
Djerba,147.31,2025-11-21,True
Essaouira,102.36,2025-11-20,True
Agadir,97.99,2025-11-20,True
