City,Price,Date,Beach
Paris,95.08,2025-10-30,False
Amsterdam,57.32,2025-11-02,False
Rome,27.72,2025-11-03,True
Madrid,77.79,2025-10-30,False
Lisbon,56.94,2025-11-03,True
Athens,75.47,2025-10-31,True
Barcelona,57.02,2025-11-01,True
Berlin,56.95,2025-11-03,False
Milan,45.19,2025-11-03,False
Vienna,66.12,2025-11-03,False
Brussels,62.0,2025-11-03,False
Prague,41.48,2025-10-30,False
Budapest,66.88,2025-11-03,False
Zurich,92.23,2025-11-03,False
Cairo,160.89,2025-11-03,False
Casablanca,93.64,2025-10-30,True
Marrakech,37.64,2025-10-31,False
Tunis,94.85,2025-11-03,True
Tangier,52.07,2025-11-02,True
Beirut,121.38,2025-11-03,True
Amman,67.38,2025-11-03,True
Istanbul,120.03,2025-10-30,True
Doha,214.85,2025-11-03,True
Manama,163.51,2025-11-03,True
Nice,93.71,2025-11-03,True
Santorini,104.25,2025-10-31,True
Albufeira,42.32,2025-10-30,True
Catania,69.1,2025-10-30,True
Malaga,31.87,2025-10-30,True
Dubrovnik,86.87,2025-10-31,True
Naples,68.85,2025-11-01,True
Toulon,302.16,2025-11-01,True
Sharm El Sheikh,89.48,2025-11-03,True
Hurghada,126.22,2025-11-01,True
Djerba,127.74,2025-11-03,True
Essaouira,77.65,2025-10-31,True
Agadir,49.91,2025-11-02,True
