City,Price,Date,Beach
Paris,44.82,2025-11-09,False
Amsterdam,62.35,2025-11-05,False
Madrid,68.14,2025-11-05,False
Lisbon,61.8,2025-11-05,True
Athens,85.52,2025-11-06,True
Barcelona,73.3,2025-11-09,True
Milan,45.59,2025-11-07,False
Vienna,88.56,2025-11-06,False
Brussels,69.0,2025-11-05,False
Prague,46.27,2025-11-06,False
Budapest,69.26,2025-11-05,False
Zurich,126.93,2025-11-07,False
Cairo,164.52,2025-11-06,False
Casablanca,93.4,2025-11-09,True
Marrakech,40.33,2025-11-07,False
Tunis,149.66,2025-11-08,True
Tangier,72.99,2025-11-07,True
Amman,81.14,2025-11-05,True
Istanbul,165.29,2025-11-07,True
Doha,177.74,2025-11-06,True
Manama,164.84,2025-11-08,True
Nice,77.63,2025-11-08,True
Santorini,150.53,2025-11-08,True
Albufeira,42.04,2025-11-08,True
Naples,67.94,2025-11-08,True
Toulon,218.66,2025-11-09,True
Sharm El Sheikh,81.05,2025-11-05,True
Hurghada,126.51,2025-11-05,True
Djerba,125.97,2025-11-09,True
Essaouira,87.32,2025-11-06,True
Agadir,33.31,2025-11-09,True
