City,Price,Date,Beach
Paris,98.2,2025-08-24,False
Amsterdam,85.28,2025-08-27,False
Rome,158.78,2025-08-27,True
Madrid,136.56,2025-08-26,False
Lisbon,159.95,2025-08-25,True
Athens,129.81,2025-08-27,True
Barcelona,100.19,2025-08-27,True
Berlin,61.44,2025-08-25,False
Milan,181.54,2025-08-25,False
Vienna,160.54,2025-08-26,False
Brussels,117.46,2025-08-27,False
Prague,73.36,2025-08-25,False
Budapest,41.71,2025-08-25,False
Zurich,126.68,2025-08-26,False
Cairo,118.76,2025-08-24,False
Casablanca,129.14,2025-08-26,True
Marrakech,70.85,2025-08-24,False
Tunis,146.74,2025-08-27,True
Algiers,164.2,2025-08-27,True
Tangier,142.64,2025-08-27,True
Beirut,269.11,2025-08-26,True
Amman,167.61,2025-08-27,True
Istanbul,163.01,2025-08-25,True
Manama,482.86,2025-08-24,True
Nice,78.76,2025-08-27,True
Santorini,137.79,2025-08-26,True
Albufeira,52.24,2025-08-26,True
Catania,87.26,2025-08-27,True
Dubrovnik,187.11,2025-08-25,True
Naples,190.4,2025-08-23,True
Toulon,217.29,2025-08-27,True
Sharm El Sheikh,156.22,2025-08-27,True
Hurghada,122.61,2025-08-24,True
Djerba,222.21,2025-08-27,True
Essaouira,151.04,2025-08-27,True
Agadir,210.49,2025-08-25,True
