City,Price,Date,Beach
Paris,66.2,2025-04-30,False
Amsterdam,61.19,2025-04-30,False
Rome,106.98,2025-05-02,True
Madrid,100.31,2025-04-30,False
Lisbon,167.52,2025-05-02,True
Athens,95.26,2025-04-30,True
Barcelona,113.88,2025-05-03,True
Berlin,64.88,2025-04-30,False
Milan,79.02,2025-04-30,False
Vienna,125.92,2025-05-01,False
Brussels,179.13,2025-05-01,False
Prague,119.87,2025-05-02,False
Budapest,93.88,2025-05-01,False
Zurich,112.91,2025-05-02,False
Cairo,194.18,2025-05-01,False
Casablanca,98.11,2025-04-30,True
Marrakech,119.89,2025-05-01,False
Tunis,204.97,2025-05-03,True
Algiers,144.52,2025-04-30,True
Tangier,188.36,2025-04-30,True
Beirut,163.43,2025-04-30,True
Amman,198.11,2025-05-02,True
Istanbul,129.78,2025-05-02,True
Doha,172.72,2025-05-02,True
Manama,172.42,2025-04-30,True
Nice,78.09,2025-04-30,True
Santorini,70.12,2025-05-01,True
Albufeira,84.11,2025-05-04,True
Catania,68.13,2025-04-30,True
Malaga,75.09,2025-04-30,True
Dubrovnik,81.05,2025-04-30,True
Naples,103.96,2025-05-01,True
Toulon,162.56,2025-05-03,True
Sharm El Sheikh,166.61,2025-05-04,True
Hurghada,198.29,2025-04-30,True
Djerba,220.05,2025-05-04,True
Essaouira,182.74,2025-05-03,True
Agadir,87.49,2025-05-03,True
