City,Price,Date,Beach
Paris,71.97,2025-07-15,False
Rome,74.74,2025-07-14,True
Lisbon,115.75,2025-07-15,True
Athens,71.1,2025-07-14,True
Barcelona,71.22,2025-07-16,True
Berlin,87.85,2025-07-16,False
Milan,65.98,2025-07-16,False
Vienna,118.28,2025-07-15,False
Brussels,130.77,2025-07-13,False
Prague,111.69,2025-07-16,False
Budapest,136.48,2025-07-16,False
Zurich,100.91,2025-07-15,False
Cairo,149.07,2025-07-14,False
Casablanca,206.57,2025-07-14,True
Marrakech,197.33,2025-07-16,False
Tunis,250.56,2025-07-14,True
Algiers,164.98,2025-07-14,True
Tangier,228.75,2025-07-15,True
Beirut,220.73,2025-07-16,True
Amman,230.84,2025-07-14,True
Istanbul,192.31,2025-07-15,True
Doha,206.87,2025-07-14,True
Manama,159.76,2025-07-16,True
Nice,115.69,2025-07-15,True
Santorini,156.71,2025-07-15,True
Catania,65.11,2025-07-16,True
Malaga,112.43,2025-07-16,True
Dubrovnik,77.02,2025-07-16,True
Naples,90.83,2025-07-15,True
Toulon,200.86,2025-07-16,True
Hurghada,124.93,2025-07-14,True
Djerba,283.01,2025-07-16,True
Essaouira,272.8,2025-07-12,True
Agadir,119.61,2025-07-12,True
