City,Price,Date,Beach
Paris,65.43,2025-07-31,False
Amsterdam,72.36,2025-07-31,False
Rome,100.14,2025-07-28,True
Madrid,98.13,2025-07-31,False
Lisbon,125.88,2025-07-29,True
Athens,112.9,2025-07-29,True
Barcelona,56.09,2025-07-29,True
Berlin,72.36,2025-07-30,False
Milan,65.43,2025-07-30,False
Vienna,100.23,2025-07-27,False
Brussels,139.31,2025-07-27,False
Prague,119.11,2025-07-30,False
Budapest,153.02,2025-07-31,False
Zurich,119.2,2025-07-27,False
Cairo,241.12,2025-07-31,False
Casablanca,198.56,2025-07-31,True
Marrakech,158.14,2025-07-27,False
Tunis,164.6,2025-07-28,True
Algiers,180.6,2025-07-29,True
Tangier,268.75,2025-07-29,True
Beirut,185.45,2025-07-29,True
Amman,262.87,2025-07-28,True
Istanbul,223.39,2025-07-31,True
Doha,243.08,2025-07-29,True
Manama,265.45,2025-07-28,True
Santorini,129.6,2025-07-31,True
Albufeira,39.43,2025-07-31,True
Catania,73.35,2025-07-30,True
Malaga,61.06,2025-07-30,True
Dubrovnik,44.68,2025-07-27,True
Naples,91.17,2025-07-29,True
Toulon,175.68,2025-07-31,True
Sharm El Sheikh,224.0,2025-07-27,True
Hurghada,258.98,2025-07-28,True
Djerba,239.8,2025-07-29,True
Essaouira,189.44,2025-07-31,True
Agadir,91.51,2025-07-30,True
