City,Price,Date,Beach
Paris,79.91,2026-03-02,False
Amsterdam,51.87,2026-03-02,False
Rome,52.74,2026-03-06,True
Madrid,60.75,2026-03-03,False
Lisbon,81.97,2026-03-02,True
Athens,76.6,2026-03-03,True
Barcelona,68.84,2026-03-02,True
Berlin,57.69,2026-03-04,False
Milan,43.29,2026-03-06,False
Vienna,49.17,2026-03-02,False
Brussels,54.82,2026-03-06,False
Prague,35.99,2026-03-01,False
Budapest,52.52,2026-03-02,False
Zurich,92.21,2026-03-04,False
Casablanca,105.49,2026-03-04,True
Marrakech,49.56,2026-03-01,False
Tunis,87.72,2026-03-02,True
Algiers,67.39,2026-03-03,True
Tangier,74.89,2026-03-05,True
Istanbul,112.15,2026-03-03,True
Nice,149.21,2026-03-05,True
Santorini,180.94,2026-03-02,True
Albufeira,50.88,2026-03-05,True
Catania,61.07,2026-03-06,True
Malaga,72.32,2026-03-06,True
Dubrovnik,73.43,2026-03-05,True
Naples,81.89,2026-03-06,True
Toulon,221.44,2026-03-04,True
Djerba,123.02,2026-03-06,True
Essaouira,71.9,2026-03-02,True
Agadir,39.8,2026-03-04,True
