City,Price,Date,Beach
Paris,84.05,2025-05-21,False
Amsterdam,71.89,2025-05-21,False
Rome,110.88,2025-05-25,True
Madrid,126.53,2025-05-21,False
Lisbon,118.1,2025-05-25,True
Athens,88.81,2025-05-25,True
Barcelona,104.89,2025-05-21,True
Berlin,105.95,2025-05-21,False
Milan,52.45,2025-05-22,False
Vienna,77.93,2025-05-21,False
Prague,61.16,2025-05-21,False
Budapest,86.64,2025-05-21,False
Zurich,87.19,2025-05-21,False
Cairo,200.7,2025-05-24,False
Casablanca,163.85,2025-05-21,True
Marrakech,128.09,2025-05-21,False
Tunis,127.93,2025-05-21,True
Algiers,125.12,2025-05-25,True
Beirut,200.84,2025-05-21,True
Istanbul,133.56,2025-05-22,True
Manama,170.91,2025-05-21,True
Nice,105.8,2025-05-21,True
Santorini,166.91,2025-05-25,True
Albufeira,74.83,2025-05-21,True
Catania,48.64,2025-05-21,True
Dubrovnik,115.91,2025-05-21,True
Naples,118.2,2025-05-21,True
Toulon,195.15,2025-05-21,True
Hurghada,164.28,2025-05-21,True
Djerba,195.11,2025-05-21,True
Essaouira,244.38,2025-05-22,True
Agadir,92.65,2025-05-21,True
