City,Price,Date,Beach
Paris,104.39,2025-07-16,False
Amsterdam,63.4,2025-07-16,False
Rome,82.54,2025-07-14,True
Madrid,115.94,2025-07-14,False
Lisbon,111.04,2025-07-17,True
Athens,117.56,2025-07-18,True
Barcelona,71.67,2025-07-15,True
Berlin,99.39,2025-07-16,False
Milan,82.32,2025-07-16,False
Vienna,120.68,2025-07-16,False
Brussels,117.4,2025-07-14,False
Prague,92.38,2025-07-16,False
Budapest,82.78,2025-07-15,False
Zurich,95.95,2025-07-14,False
Cairo,204.86,2025-07-15,False
Casablanca,151.29,2025-07-17,True
Marrakech,134.71,2025-07-16,False
Tunis,155.31,2025-07-15,True
Algiers,167.44,2025-07-15,True
Tangier,224.77,2025-07-15,True
Beirut,296.09,2025-07-15,True
Amman,268.58,2025-07-18,True
Istanbul,166.31,2025-07-15,True
Doha,209.68,2025-07-15,True
Nice,90.93,2025-07-16,True
Santorini,138.81,2025-07-15,True
Albufeira,56.72,2025-07-16,True
Catania,73.01,2025-07-16,True
Malaga,73.77,2025-07-16,True
Dubrovnik,73.51,2025-07-15,True
Naples,72.5,2025-07-14,True
Toulon,205.61,2025-07-17,True
Sharm El Sheikh,186.03,2025-07-14,True
Hurghada,172.45,2025-07-14,True
Djerba,197.55,2025-07-15,True
Essaouira,228.57,2025-07-16,True
Agadir,122.64,2025-07-18,True
