City,Price,Date,Beach
Paris,67.64,2025-12-24,False
Amsterdam,62.3,2025-12-24,False
Rome,94.62,2025-12-22,True
Madrid,68.33,2025-12-21,False
Lisbon,92.42,2025-12-24,True
Athens,114.46,2025-12-24,True
Barcelona,98.7,2025-12-23,True
Berlin,67.64,2025-12-24,False
Milan,82.37,2025-12-23,False
Vienna,35.6,2025-12-23,False
Brussels,89.82,2025-12-22,False
Prague,35.6,2025-12-23,False
Budapest,91.92,2025-12-24,False
Zurich,85.06,2025-12-24,False
Cairo,304.08,2025-12-23,False
Casablanca,176.15,2025-12-23,True
Marrakech,105.89,2025-12-21,False
Tunis,208.26,2025-12-21,True
Algiers,205.53,2025-12-24,True
Tangier,199.65,2025-12-22,True
Beirut,203.74,2025-12-24,True
Amman,229.52,2025-12-22,True
Istanbul,130.6,2025-12-24,True
Doha,369.25,2025-12-24,True
Manama,317.98,2025-12-23,True
Nice,105.05,2025-12-22,True
Santorini,206.61,2025-12-21,True
Albufeira,53.23,2025-12-24,True
Catania,108.51,2025-12-24,True
Malaga,63.12,2025-12-23,True
Dubrovnik,127.97,2025-12-21,True
Naples,120.89,2025-12-24,True
Toulon,167.36,2025-12-20,True
Sharm El Sheikh,196.15,2025-12-23,True
Hurghada,212.3,2025-12-23,True
Djerba,226.91,2025-12-23,True
Essaouira,85.29,2025-12-23,True
Agadir,133.3,2025-12-20,True
