City,Price,Date,Beach
Rome,42.77,2026-02-20,True
Lisbon,77.31,2026-02-19,True
Athens,61.24,2026-02-20,True
Barcelona,45.82,2026-02-20,True
Berlin,59.63,2026-02-20,False
Brussels,99.82,2026-02-18,False
Prague,57.79,2026-02-20,False
Budapest,51.83,2026-02-20,False
Casablanca,76.32,2026-02-20,True
Marrakech,43.08,2026-02-20,False
Tangier,34.83,2026-02-20,True
Doha,135.05,2026-02-19,True
Catania,59.84,2026-02-20,True
Dubrovnik,32.14,2026-02-20,True
Hurghada,86.98,2026-02-20,True
Essaouira,29.66,2026-02-20,True
Agadir,34.46,2026-02-19,True
