City,Price,Date,Beach
Amsterdam,82.41,2025-09-03,False
Rome,122.24,2025-09-03,True
Madrid,48.96,2025-09-03,False
Lisbon,139.23,2025-09-04,True
Athens,134.83,2025-09-01,True
Barcelona,62.37,2025-09-03,True
Berlin,54.42,2025-09-01,False
Milan,106.0,2025-09-05,False
Vienna,116.62,2025-09-03,False
Brussels,180.47,2025-09-01,False
Prague,124.95,2025-09-01,False
Budapest,35.66,2025-09-01,False
Zurich,107.77,2025-09-03,False
Cairo,142.07,2025-09-03,False
Casablanca,105.8,2025-09-03,True
Marrakech,50.45,2025-09-03,False
Tunis,140.6,2025-09-05,True
Algiers,108.94,2025-09-01,True
Beirut,132.13,2025-09-03,True
Amman,137.15,2025-09-02,True
Istanbul,127.22,2025-09-04,True
Doha,185.43,2025-09-03,True
Manama,172.58,2025-09-04,True
Nice,63.73,2025-09-05,True
Santorini,157.95,2025-09-01,True
Albufeira,48.45,2025-09-02,True
Catania,99.35,2025-09-03,True
Malaga,51.93,2025-09-02,True
Dubrovnik,221.68,2025-09-01,True
Naples,170.73,2025-09-05,True
Toulon,183.38,2025-09-05,True
Sharm El Sheikh,183.86,2025-09-01,True
Hurghada,131.64,2025-09-03,True
Djerba,154.77,2025-09-03,True
Essaouira,147.98,2025-09-03,True
Agadir,130.39,2025-09-04,True
